lat,lon
14.836,-80.5819
14.7044,-80.5594
14.6222,-80.5492
14.4226,-80.5149
14.1532,-80.4688
14.1214,-80.4634
14.0545,-80.452
13.9884,-80.4408
13.9217,-80.4293
13.8554,-80.418
13.7904,-80.407
13.7239,-80.3957
13.6572,-80.3844
13.5908,-80.373
13.5245,-80.3618
13.4031,-80.3357
13.335,-80.3296
13.2675,-80.3181
13.2058,-80.3076
13.0512,-80.2761
12.9814,-80.2638
12.9107,-80.252
12.7688,-80.2284
12.701,-80.2154
12.6693,-80.217
12.6031,-80.2058
12.5353,-80.1952
12.4047,-80.1998
12.3369,-80.2022
12.2696,-80.2048
12.1382,-80.2102
12.0727,-80.2129
12.0048,-80.2156
11.8875,-80.2204
11.8204,-80.2231
11.7535,-80.2259
11.6876,-80.2286
11.6203,-80.2314
11.5534,-80.234
11.4856,-80.2368
11.4187,-80.2395
11.3498,-80.2423
11.269,-80.2456
11.179,-80.2492
11.1113,-80.252
11.0449,-80.2547
10.9777,-80.2574
10.9123,-80.2601
10.8423,-80.263
10.7757,-80.2656
10.7097,-80.2683
10.643,-80.271
10.577,-80.2737
10.5089,-80.2764
10.4422,-80.2791
10.3754,-80.2818
10.3096,-80.2844
10.2416,-80.2872
10.174,-80.2899
10.1094,-80.2925
10.0416,-80.2952
9.9754,-80.2979
9.9078,-80.3006
9.8426,-80.3032
9.7746,-80.3059
9.707,-80.3087
9.6403,-80.3114
9.5685,-80.3142
9.4908,-80.3173
9.4225,-80.32
9.3553,-80.3227
9.2872,-80.3255
9.2202,-80.3281
9.1544,-80.3308
9.0874,-80.3335
9.0186,-80.3362
8.9505,-80.3389
8.8851,-80.3415
8.8177,-80.3443
8.7497,-80.347
8.6826,-80.3496
8.615,-80.3523
8.545,-80.3551
8.4778,-80.3578
8.4117,-80.3604
8.3376,-80.3633
8.2721,-80.366
8.1977,-80.369
8.1307,-80.3716
8.0633,-80.3743
7.9959,-80.377
7.9292,-80.3796
7.8597,-80.3824
7.7947,-80.3849
7.7228,-80.3878
7.6545,-80.3905
7.5903,-80.3931
7.5022,-80.3966
7.4316,-80.3993
7.364,-80.4021
7.2954,-80.4047
7.2276,-80.4074
7.1618,-80.41
7.0917,-80.4128
7.0241,-80.4155
6.9566,-80.4181
6.8888,-80.4208
6.8209,-80.4235
6.7526,-80.4262
6.6841,-80.4289
6.617,-80.4316
6.5505,-80.4342
6.482,-80.4369
6.4118,-80.4397
6.3441,-80.4423
6.2695,-80.4453
6.1938,-80.4482
6.1451,-80.451
6.1032,-80.4585
6.0627,-80.467
5.9853,-80.4737
5.9126,-80.4756
5.8206,-80.4796
5.7504,-80.4824
5.6811,-80.4852
5.606,-80.4881
5.5373,-80.4908
5.4627,-80.4937
5.3806,-80.4969
5.2371,-80.5027
5.126,-80.5069
4.9734,-80.5129
4.7982,-80.5198
4.5401,-80.5113
4.3774,-80.5381
4.2273,-80.5943
3.8747,-80.6665
3.7944,-80.6921
3.7298,-80.7066
3.6644,-80.7214
3.5992,-80.7361
3.5343,-80.7507
3.4685,-80.7655
3.4032,-80.7802
3.0856,-80.8344
3.0503,-80.8607
2.9792,-80.8769
2.9106,-80.8926
2.8442,-80.9078
2.779,-80.9227
2.7124,-80.9379
2.6468,-80.9529
2.5806,-80.968
2.5138,-80.9833
2.4475,-80.9984
2.3701,-81.0161
2.2572,-81.0419
2.1805,-81.0594
2.115,-81.0743
2.0504,-81.0891
1.9824,-81.1046
1.9174,-81.1194
1.8527,-81.1342
1.7877,-81.149
1.7209,-81.1642
1.6548,-81.1794
1.5868,-81.1948
1.5095,-81.2111
1.382,-81.2201
1.316,-81.2254
1.247,-81.2307
1.1495,-81.2381
1.0465,-81.2459
0.000098,-81.251
0.00009133,-81.256
0.00007966,-81.2649
0.00007133,-81.2712
0.00006472,-81.2762
0.00005815,-81.2811
0.00005149,-81.2862
0.00004491,-81.2912
0.00003808,-81.2964
0.00003136,-81.3014
0.00002473,-81.3065
0.000018,-81.3116
0.00001129,-81.3167
0.00000462,-81.3217
-0.00000213,-81.3268
-0.00000878,-81.3319
-0.00001554,-81.337
-0.00002231,-81.3422
-0.00002895,-81.3472
-0.00003676,-81.3531
-0.00004739,-81.3611
-0.0000541,-81.3662
-0.00006068,-81.3712
-0.00006882,-81.3774
-0.00007542,-81.3824
-0.00008211,-81.3875
-0.00008879,-81.3925
-0.00009544,-81.3975
-1.0205,-81.4026
-1.0985,-81.4085
-1.1648,-81.4135
-1.2306,-81.4185
-1.2964,-81.4235
-1.3628,-81.4285
-1.4292,-81.4335
-1.4955,-81.4386
-1.5613,-81.4436
-1.6272,-81.4486
-1.7316,-81.4565
-1.7952,-81.4613
-1.8621,-81.4664
-1.9284,-81.4714
-1.9931,-81.4764
-2.0594,-81.4814
-2.124,-81.4863
-2.1904,-81.4913
-2.2568,-81.4964
-2.3211,-81.5012
-2.3889,-81.5064
-2.4526,-81.5113
-2.5195,-81.5163
-2.5859,-81.5213
-2.6515,-81.5264
-2.7174,-81.5314
-2.7827,-81.5363
-2.848,-81.5413
-2.9145,-81.5464
-2.98,-81.5513
-3.046,-81.5563
-3.1122,-81.5613
-3.1769,-81.5663
-3.2438,-81.5714
-3.3101,-81.5764
-3.386,-81.5812
-3.4557,-81.578
-3.5241,-81.5658
-3.5892,-81.547
-3.6526,-81.5294
-3.7223,-81.5103
-3.7949,-81.49
-3.8583,-81.4722
-3.9215,-81.4544
-3.9836,-81.437
-4.0461,-81.4195
-4.1094,-81.4018
-4.171,-81.3845
-4.2329,-81.3672
-4.3087,-81.3459
-4.3716,-81.3282
-4.4345,-81.3106
-4.4978,-81.2928
-4.57,-81.2698
-4.6321,-81.2416
-4.7357,-81.1825
-4.7948,-81.1492
-4.8519,-81.1167
-4.9103,-81.0834
-4.9689,-81.05
-5.0267,-81.017
-5.0843,-80.9841
-5.142,-80.9512
-5.2001,-80.9181
-5.2579,-80.885
-5.3156,-80.8521
-5.3742,-80.8186
-5.4902,-80.7523
-5.5496,-80.7184
-5.6655,-80.6521
-5.7221,-80.6197
-5.7808,-80.5861
-5.898,-80.519
-6.0008,-80.4602
-6.0637,-80.4241
-6.1891,-80.3522
-6.2558,-80.314
-6.3281,-80.2726
-6.4081,-80.2267
-6.6141,-80.1072
-6.7391,-80.0347
-6.7834,-80.0112
-6.8445,-79.9761
-6.9021,-79.9429
-7.0176,-79.8764
-7.0756,-79.843
-7.1326,-79.8103
-7.1896,-79.7775
-7.2452,-79.7454
-7.3029,-79.7122
-7.3598,-79.6794
-7.4165,-79.6467
-7.4736,-79.6137
-7.5302,-79.5811
-7.5879,-79.5478
-7.6449,-79.5149
-7.7019,-79.482
-7.7828,-79.4353
-7.8714,-79.384
-7.9297,-79.3503
-7.9866,-79.3174
-8.0438,-79.2843
-8.1005,-79.2515
-8.1584,-79.218
-8.2149,-79.1853
-8.2725,-79.1519
-8.3292,-79.1191
-8.4121,-79.071
-8.4938,-79.0236
-8.5723,-78.9781
-8.6397,-78.9389
-8.6981,-78.905
-8.78,-78.8574
-8.8683,-78.8061
-8.9464,-78.7606
-9.0501,-78.7003
-9.1518,-78.641
-9.2221,-78.6001
-9.2772,-78.5679
-9.3443,-78.5288
-9.4407,-78.4726
-9.5181,-78.4274
-9.5785,-78.3921
-9.6551,-78.3473
-9.7292,-78.3039
-9.7871,-78.2702
-9.8476,-78.2348
-9.9063,-78.2003
-9.9656,-78.1656
-10.025,-78.1309
-10.0838,-78.0964
-10.1299,-78.0674
-10.1887,-78.0175
-10.2199,-77.998
-10.2842,-77.9683
-10.3407,-77.9404
-10.4008,-77.9109
-10.4549,-77.8845
-10.5091,-77.8581
-10.5709,-77.8278
-10.6234,-77.8021
-10.6786,-77.7751
-10.7293,-77.7503
-10.7893,-77.7208
-10.8365,-77.6977
-10.8967,-77.6683
-10.9428,-77.6456
-10.9868,-77.624
-11.0322,-77.6017
-11.0837,-77.5765
-11.1259,-77.5558
-11.1666,-77.5357
-11.2043,-77.5173
-11.2406,-77.4994
-11.2738,-77.4833
-11.2939,-77.4738
-11.3148,-77.4642
-11.3496,-77.4478
-11.3673,-77.4391
-11.401,-77.422
-11.4369,-77.4041
-11.4692,-77.3881
-11.489,-77.3783
-11.5075,-77.3691
-11.5412,-77.3524
-11.5753,-77.3355
-11.6076,-77.3195
-11.639,-77.3038
-11.6565,-77.295
-11.6913,-77.2772
-11.7226,-77.2618
-11.7505,-77.2481
-11.7639,-77.2415
-11.777,-77.235
-11.8038,-77.2218
-11.8166,-77.2154
-11.8406,-77.2036
-11.8539,-77.1971
-11.8816,-77.1835
-11.895,-77.1768
-11.9131,-77.168
-11.932,-77.1586
-11.949,-77.1503
-11.9578,-77.1458
-11.9812,-77.1343
